AMOUNT;p1_Fraud;p2_Fraud;p3_Fraud;p4_Fraud;p5_Fraud;CLASS
64947.8200;0.0217;0.1260;0.0236;0.2087;0.0260;F
30;0.6230;0.7230;0.4730;0.5077;0.9230;G
1;0.0658;0.1790;0.0718;0.2263;0.0790;G
30;0.6680;0.7680;0.5180;0.5227;0.9680;G
1.2000;0.0658;0.1790;0.0718;0.2263;0.0790;G
2000;0.0442;0.1530;0.0482;0.2177;0.0530;G
5000;0.0883;0.2060;0.0964;0.2353;0.1060;G
100;0.6710;0.7710;0.5210;0.5237;0.9710;G
2000;0.0333;0.1400;0.0364;0.2133;0.0400;F
3000;0.3060;0.4060;0.5509;0.4020;0.6060;F
1.6600;0.0658;0.1790;0.0718;0.2263;0.0790;G
13900;0.2500;0.4000;0.2727;0.3000;0.3000;G
2000;0.1442;0.2730;0.1573;0.2577;0.1730;F
100;0.6900;0.7900;0.5400;0.5300;0.9900;G
0.1100;0.0658;0.1790;0.0718;0.2263;0.0790;G
1.6600;0.0658;0.1790;0.0718;0.2263;0.0790;G
16353.5900;0.3242;0.4890;0.3536;0.3297;0.3890;G
1.9200;0.0658;0.1790;0.0718;0.2263;0.0790;G
157718.7900;0.1217;0.2460;0.1327;0.2487;0.1460;G
1.9200;0.0658;0.1790;0.0718;0.2263;0.0790;G
507600;0.1675;0.3010;0.1827;0.2670;0.2010;G
0;0.3390;0.4390;0.1890;0.4130;0.6390;G
50;0.3100;0.4720;0.3382;0.3240;0.3720;G
80;0.3100;0.4720;0.3382;0.3240;0.3720;G
100;0.2783;0.4340;0.3036;0.3113;0.3340;G
2300;0.2642;0.4170;0.2882;0.3057;0.3170;G
1;0.3067;0.5680;0.1680;0.3227;0.3680;F
48613.4400;0.4340;0.7340;0.8491;0.5113;0.9340;F
4.7800;0.0658;0.1790;0.0718;0.2263;0.0790;G
13000;0.3225;0.4870;0.3518;0.3290;0.3870;F
4000;0.0983;0.2180;0.1073;0.2393;0.1180;G
30081.4600;0.4340;0.7340;0.8491;0.5113;0.9340;F
86000;0.3650;0.2380;0.3982;0.3460;0.4380;G
5.8200;0.0658;0.1790;0.0718;0.2263;0.0790;G
7000;0.1840;0.4840;0.6218;0.4280;0.6840;F
6.0400;0.0658;0.1790;0.0718;0.2263;0.0790;G
5000;0.3442;0.2130;0.3755;0.3377;0.4130;F
28943.1500;0.1860;0.4860;0.6236;0.4287;0.6860;F
26.7100;0.0558;0.1670;0.0609;0.2223;0.0670;G
98523;0.3930;0.6930;0.8118;0.4977;0.8930;F
;0.3308;0.4970;0.1970;0.3323;0.3970;G
5000;0.4220;0.7220;0.8382;0.5073;0.9220;F
100;0.0292;0.1350;0.0318;0.2117;0.0350;G
310.0300;0.1008;0.2210;0.1100;0.2403;0.1210;G
350;0.1200;0.2440;0.1309;0.2480;0.1440;G
4500;0.4710;0.7710;0.8827;0.5237;0.9710;F
7890;0.4520;0.7520;0.8655;0.5173;0.9520;F
98000;0.4910;0.7910;0.9009;0.5303;0.9910;F
500;0.4910;0.7910;0.9009;0.5303;0.9910;F
25;0.6880;0.7880;0.8982;0.5293;0.9880;U
97523;0.6590;0.7590;0.8718;0.9590;0.9590;F
25;0.6900;0.7900;0.9000;0.5300;0.9900;U
;0.1560;0.4560;0.5964;0.4187;0.6560;F
25000;0.4083;0.2900;0.4455;0.3633;0.4900;F
1000;0.0700;0.1840;0.0764;0.2280;0.0840;G
390;0.3842;0.2610;0.4191;0.3537;0.4610;G
40500;0.1825;0.3190;0.1991;0.2730;0.2190;G
;0.4840;0.7840;0.8945;0.5280;0.9840;F
;0.0683;0.1820;0.0745;0.2273;0.0820;G
41000;0.3383;0.2060;0.3691;0.3353;0.4060;G
97523;0.6900;0.7900;0.9000;0.9900;0.9900;F
780;0.6980;0.7980;0.9073;0.5327;0.9980;F
;0.6900;0.7900;0.5400;0.9900;0.9900;G
18760;0.0642;0.1770;0.0700;0.2257;0.0770;G
1000;0.0700;0.1840;0.0764;0.2280;0.0840;G
;0.3758;0.2510;0.4100;0.3503;0.4510;F
6400;0.1225;0.2470;0.1336;0.2490;0.1470;F
100;0.3425;0.2110;0.3736;0.3370;0.4110;G
31300;0.0800;0.1960;0.0873;0.2320;0.0960;G
3000;0.6950;0.7950;0.9045;0.5317;0.9950;F
200;0.1142;0.2370;0.1245;0.2457;0.1370;G
500020.1400;0.2980;0.3980;0.5436;0.3993;0.5980;F
5000;0.6920;0.7920;0.5420;0.5307;0.9920;G
5000;0.6930;0.7930;0.5430;0.5310;0.9930;G
410422.9000;0.3090;0.4090;0.5536;0.4030;0.6090;F
3520;0.1767;0.3120;0.1927;0.2707;0.2120;F
200;0.1142;0.2370;0.1245;0.2457;0.1370;G
1760;0.0625;0.1750;0.0682;0.2250;0.0750;G
48000;0.3840;0.6840;0.8036;0.4947;0.8840;F
25000;0.6910;0.7910;0.5410;0.9910;0.9910;G
14500;0.2192;0.3630;0.2391;0.2877;0.2630;G
3000;0.4710;0.7710;0.8827;0.5237;0.9710;F
50;0.0783;0.1940;0.0855;0.2313;0.0940;G
48000;0.6480;0.7480;0.8618;0.5160;0.9480;F
118065;0.1760;0.4760;0.6145;0.4253;0.6760;F
3000;0.3630;0.6630;0.7845;0.4877;0.8630;F
3000;0.4690;0.7690;0.8809;0.5230;0.9690;F
276936.1900;0.4020;0.7020;0.8200;0.5007;0.9020;F
1690;0.4920;0.7920;0.9018;0.5307;0.9920;F
6000;0.4890;0.7890;0.8991;0.5297;0.9890;F
1500;0.6930;0.7930;0.9027;0.5310;0.9930;F
12000;0.0375;0.1450;0.0409;0.2150;0.0450;G
41000;0.6910;0.7910;0.5410;0.9910;0.9910;G
141638.5100;0.3270;0.6270;0.7518;0.4757;0.8270;F
500;0.1417;0.2700;0.1545;0.2567;0.1700;G
250;0.4910;0.7910;0.9009;0.5303;0.9910;F
8137;0.2483;0.3980;0.2709;0.2993;0.2980;G
6575;0.4910;0.7910;0.9009;0.5303;0.9910;F
0;0.6200;0.7200;0.7200;0.5067;0.9200;F
9500;0.6930;0.7930;0.9027;0.5310;0.9930;F
3000;0.6940;0.7940;0.9036;0.5313;0.9940;F
1;0.3683;0.2420;0.4018;0.3473;0.4420;G
0;0.2450;0.3450;0.4955;0.3817;0.5450;G
36556;0.6910;0.7910;0.9009;0.9910;0.9910;F
3500;0.2292;0.3750;0.2500;0.2917;0.2750;G
25000;0.6920;0.7920;0.5420;0.9920;0.9920;G
6000;0.6510;0.7510;0.5010;0.5170;0.9510;G
500;0.6360;0.7360;0.4860;0.5120;0.9360;G
9000;0.0833;0.2000;0.0909;0.2333;0.1000;G
4840.9600;0.0467;0.1560;0.0509;0.2187;0.0560;G
0;0.6920;0.7920;0.7920;0.5307;0.9920;F
9000;0.0608;0.1730;0.0664;0.2243;0.0730;G
;0.6940;0.7940;0.9036;0.5313;0.9940;F
500;0.6700;0.7700;0.5200;0.5233;0.9700;G
300;0.3100;0.4720;0.3382;0.3240;0.3720;G
26901.5000;0.3930;0.6930;0.8118;0.4977;0.8930;F
;0.6930;0.7930;0.5430;0.5310;0.9930;G
6000;0.6790;0.7790;0.5290;0.5263;0.9790;G
0;0.6770;0.7770;0.5270;0.5257;0.9770;G
250;0.4920;0.7920;0.9018;0.5307;0.9920;F
1000;0.6880;0.7880;0.5380;0.5293;0.9880;G
1344.4400;0.1092;0.2310;0.1191;0.2437;0.1310;F
5600;0.3840;0.4840;0.2340;0.4280;0.6840;G
5000;0.0908;0.2090;0.0991;0.2363;0.1090;G
26000;0.6950;0.7950;0.9045;0.5317;0.9950;F
250;0.6940;0.7940;0.9036;0.5313;0.9940;F
500;0.4350;0.5350;0.2850;0.4450;0.7350;G
500;0.6540;0.7540;0.5040;0.5180;0.9540;G
200;0.3933;0.2720;0.4291;0.3573;0.4720;F
500;0.6810;0.7810;0.5310;0.5270;0.9810;G
6000;0.6930;0.7930;0.5430;0.5310;0.9930;G
100;0.3933;0.2720;0.4291;0.3573;0.4720;F
1100;0.6930;0.7930;0.9027;0.5310;0.9930;F
4.1600;0.3250;0.4900;0.3545;0.3300;0.3900;G
3500;0.2642;0.4170;0.2882;0.3057;0.3170;G
500;0.6910;0.7910;0.5410;0.5303;0.9910;G
3000;0.4780;0.5780;0.3280;0.4593;0.7780;G
15100;0.2180;0.5180;0.6527;0.4393;0.7180;F
30;0.1358;0.2630;0.1482;0.2543;0.1630;G
500;0.6910;0.7910;0.5410;0.5303;0.9910;G
;0.3833;0.2600;0.2600;0.3533;0.4600;G
153121.0300;0.0683;0.1820;0.0745;0.2273;0.0820;F
1811;0.5760;0.6760;0.4260;0.4920;0.8760;G
37125;0.3075;0.4690;0.3355;0.3230;0.3690;F
30;0.1358;0.2630;0.1482;0.2543;0.1630;G
;0.6940;0.7940;0.5440;0.5313;0.9940;G
1;0.0392;0.2470;0.0427;0.2157;0.0470;F
1700;0.3308;0.4970;0.3609;0.3323;0.3970;G
450;0.3450;0.2140;0.3764;0.3380;0.4140;G
143000;0.2480;0.5480;0.6800;0.4493;0.7480;F
5292.4500;0.2280;0.3280;0.4800;0.3760;0.5280;F
3000;0.4910;0.7910;0.9009;0.5303;0.9910;F
150;0.0792;0.1950;0.0864;0.2317;0.0950;G
24200;0.3460;0.4460;0.5873;0.4153;0.6460;F
493036.8000;0.4780;0.7780;0.8891;0.5260;0.9780;F
;0.6630;0.7630;0.5130;0.9630;0.9630;G
10;0.0942;0.2130;0.1027;0.2377;0.1130;G
3000;0.4920;0.7920;0.9018;0.5307;0.9920;F
5300;0.6920;0.7920;0.9018;0.5307;0.9920;F
3000;0.4970;0.7970;0.9064;0.5323;0.9970;F
10;0.0942;0.2130;0.1027;0.2377;0.1130;G
3000;0.6940;0.7940;0.9036;0.5313;0.9940;F
;0.6680;0.7680;0.5180;0.9680;0.9680;G
450;0.3825;0.2590;0.4173;0.3530;0.4590;G
3250;0.0108;0.1130;0.0118;0.2043;0.0130;G
2.9000;0.6530;0.7530;0.5030;0.5177;0.9530;G
3000;0.6990;0.7990;0.9082;0.5330;0.9990;F
;0.0475;0.1570;0.0518;0.2190;0.0570;G
3200;0.2800;0.3800;0.5273;0.3933;0.5800;F
3500;0.2640;0.5640;0.6945;0.4547;0.7640;F
500;0.6910;0.7910;0.5410;0.5303;0.9910;G
350;0.4910;0.7910;0.9009;0.5303;0.9910;F
1000;0.6930;0.7930;0.5430;0.5310;0.9930;G
500;0.6910;0.7910;0.5410;0.5303;0.9910;G
25000;0.6910;0.7910;0.5410;0.9910;0.9910;G
3500;0.3950;0.6950;0.8136;0.4983;0.8950;F
25000;0.6920;0.7920;0.5420;0.9920;0.9920;G
5300;0.3540;0.6540;0.7764;0.4847;0.8540;F
500;0.6910;0.7910;0.5410;0.5303;0.9910;G
;0.0783;0.1940;0.0855;0.2313;0.0940;G
5500;0.0308;0.1370;0.0336;0.2123;0.0370;G
3450;0.0833;0.2000;0.0909;0.2333;0.1000;G
6000;0.1790;0.4790;0.6173;0.4263;0.6790;F
42;0.6900;0.7900;0.5400;0.5300;0.9900;G
400;0.0308;0.1370;0.0336;0.2123;0.0370;G
6000;0.2850;0.5850;0.7136;0.4617;0.7850;F
312900;0.5760;0.6760;0.4260;0.4920;0.8760;G
312900;0.6040;0.7040;0.4540;0.5013;0.9040;G
3700;0.0633;0.1760;0.0691;0.2253;0.0760;G
3000;0.6560;0.7560;0.8691;0.5187;0.9560;F
8055;0.4910;0.7910;0.9009;0.5303;0.9910;F
500;0.1175;0.2410;0.1282;0.2470;0.1410;G
23600;0.4290;0.5290;0.2790;0.4430;0.7290;G
1400;0.0525;0.1630;0.0573;0.2210;0.0630;G
;0.6740;0.7740;0.5240;0.9740;0.9740;G
3300;0.0592;0.1710;0.0645;0.2237;0.0710;G
500;0.1433;0.2720;0.1564;0.2573;0.1720;G
10;0.2300;0.3300;0.4818;0.3767;0.5300;F
98000;0.6910;0.7910;0.9009;0.9910;0.9910;U
0.0500;0.6860;0.7860;0.5360;0.5287;0.9860;G
50;0.2900;0.3900;0.5364;0.3967;0.5900;F
30;0.2980;0.3980;0.5436;0.3993;0.5980;F
1470;0.4910;0.7910;0.9009;0.5303;0.9910;F
;0.5770;0.6770;0.4270;0.4923;0.8770;G
300;0.1300;0.2560;0.1418;0.2520;0.1560;G
5000;0.1483;0.2780;0.1618;0.2593;0.1780;G
;0.6450;0.7450;0.4950;0.5150;0.9450;G
3200;0.0350;0.1420;0.0382;0.2140;0.0420;G
;0.6870;0.7870;0.5370;0.5290;0.9870;G
200;0.1108;0.2330;0.1209;0.2443;0.1330;G
600;0.6940;0.7940;0.5440;0.5313;0.9940;G
;0.6870;0.7870;0.5370;0.5290;0.9870;G
500;0.0592;0.1710;0.0645;0.2237;0.0710;G
2787674.1700;0.1583;0.2900;0.1727;0.2633;0.1900;G
1443.7200;0.0117;0.1140;0.0127;0.2047;0.0140;G
;0.6890;0.7890;0.5390;0.5297;0.9890;G
2800;0.2350;0.3820;0.2564;0.2940;0.2820;G
6086.8500;0.1250;0.2500;0.1364;0.2500;0.1500;G
8000;0.0250;0.1300;0.0273;0.2100;0.0300;G
3000;0.6910;0.7910;0.9009;0.5303;0.9910;F
1840;0.2108;0.3530;0.2300;0.2843;0.2530;G
3000;0.4900;0.7900;0.9000;0.5300;0.9900;F
500;0.6920;0.7920;0.5420;0.5307;0.9920;G
165;0.2108;0.3530;0.2300;0.2843;0.2530;G
2860;0.0075;0.1090;0.0082;0.2030;0.0090;G
3000;0.6910;0.7910;0.9009;0.5303;0.9910;F
50;0.6830;0.7830;0.5330;0.5277;0.9830;G
410;0.2108;0.3530;0.2300;0.2843;0.2530;G
0;0.6910;0.7910;0.5410;0.5303;0.9910;G
3000;0.6910;0.7910;0.9009;0.5303;0.9910;F
1060;0.2075;0.3490;0.2264;0.2830;0.2490;G
1000;0.0933;0.2120;0.1018;0.2373;0.1120;G
25000;0.6920;0.7920;0.5420;0.5307;0.9920;G
64;0.2108;0.3530;0.2300;0.2843;0.2530;G
930;0.6910;0.7910;0.9009;0.5303;0.9910;F
18677.1500;0.6910;0.7910;0.5410;0.5303;0.9910;G
50;0.6910;0.7910;0.5410;0.5303;0.9910;G
500;0.4920;0.7920;0.9018;0.5307;0.9920;F
25000;0.6850;0.7850;0.5350;0.5283;0.9850;G
36000;0.6570;0.7570;0.8700;0.9570;0.9570;F
1400;0.0075;0.1090;0.0082;0.2030;0.0090;G
200;0.6870;0.7870;0.8973;0.5290;0.9870;F
200;0.6910;0.7910;0.5410;0.5303;0.9910;G
7500;0.1990;0.4990;0.6355;0.4330;0.6990;F
;0.4280;0.7280;0.8436;0.5093;0.9280;F
500;0.6930;0.7930;0.9027;0.5310;0.9930;F
7000;0.6890;0.7890;0.5390;0.5297;0.9890;G
490037.2700;0.6550;0.7550;0.8682;0.9550;0.9550;F
;0.6400;0.7400;0.8545;0.9400;0.9400;U
1650;0.3690;0.6690;0.7900;0.4897;0.8690;F
14000;0.3108;0.4730;0.3391;0.3243;0.3730;G
10;0.6850;0.7850;0.5350;0.5283;0.9850;G
51015.1000;0.1342;0.2610;0.1464;0.2537;0.1610;G
15000;0.6910;0.7910;0.9009;0.5303;0.9910;F
2900;0.0233;0.1280;0.0255;0.2093;0.0280;G
51000;0.3917;0.2700;0.2700;0.3567;0.4700;G
500;0.3033;0.4640;0.3309;0.3213;0.3640;G
37;0.2983;0.4580;0.3255;0.3193;0.3580;G
209.5000;0.6870;0.7870;0.5370;0.5290;0.9870;G
11500;0.0542;0.1650;0.0591;0.2217;0.0650;G
0;0.6780;0.7780;0.5280;0.5260;0.9780;G
2000;0.2950;0.5950;0.7227;0.4650;0.7950;F
19100;0.0133;0.1160;0.0145;0.2053;0.0160;G
1000;0.6900;0.7900;0.5400;0.5300;0.9900;G
100;0.1525;0.2830;0.1664;0.2610;0.1830;G
1000;0.1033;0.2240;0.1127;0.2413;0.1240;G
;0.6750;0.7750;0.8864;0.9750;0.9750;F
782;0.2600;0.3600;0.5091;0.3867;0.5600;F
7000;0.3600;0.4600;0.2100;0.4200;0.6600;G
200;0.0583;0.1700;0.0636;0.2233;0.0700;G
300;0.1292;0.2550;0.1409;0.2517;0.1550;G
1100;0.6920;0.7920;0.9018;0.5307;0.9920;F
0;0.3125;0.4750;0.3409;0.3250;0.3750;G
6255;0.2017;0.3420;0.2200;0.2807;0.2420;G
2000;0.6320;0.7320;0.8473;0.5107;0.9320;F
2000;0.2383;0.3860;0.2600;0.2953;0.2860;G
500;0.2700;0.4240;0.2945;0.3080;0.3240;G
;0.6920;0.7920;0.5420;0.5307;0.9920;G
13505;0.6850;0.7850;0.5350;0.5283;0.9850;G
15000;0.6800;0.7800;0.8909;0.9800;0.9800;F
1;0.6300;0.7300;0.4800;0.5100;0.9300;G
1000;0.0783;0.1940;0.0855;0.2313;0.0940;G
3000;0.4440;0.7440;0.8582;0.5147;0.9440;F
16500;0.3167;0.4800;0.3455;0.3267;0.3800;G
843.2700;0.2800;0.3800;0.3800;0.3933;0.5800;G
2900;0.0433;0.1520;0.0473;0.2173;0.0520;G
13;0.6480;0.7480;0.4980;0.5160;0.9480;G
0.8300;0.6760;0.7760;0.5260;0.5253;0.9760;G
0.8300;0.6910;0.7910;0.5410;0.5303;0.9910;G
2000;0.3208;0.4850;0.3500;0.3283;0.3850;G
5000;0.6900;0.7900;0.9000;0.5300;0.9900;F
6351.7800;0.6910;0.7910;0.5410;0.5303;0.9910;G
3000;0.6910;0.7910;0.9009;0.5303;0.9910;F
9000;0.6920;0.7920;0.5420;0.5307;0.9920;G
890.0200;0.6900;0.7900;0.5400;0.5300;0.9900;G
;0.0733;0.1880;0.0800;0.2293;0.0880;G
;0.1042;0.2250;0.1136;0.2417;0.1250;G
16104;0.3225;0.4870;0.3518;0.3290;0.3870;G
3000;0.6920;0.7920;0.9018;0.5307;0.9920;F
2500;0.6880;0.7880;0.8982;0.5293;0.9880;F
1500;0.0792;0.1950;0.0864;0.2317;0.0950;F
9000;0.3017;0.4620;0.3291;0.3207;0.3620;G
0;0.6900;0.7900;0.5400;0.5300;0.9900;G
100;0.3770;0.4770;0.2270;0.4257;0.6770;G
;0.0583;0.1700;0.0636;0.2233;0.0700;G
100;0.6900;0.7900;0.5400;0.5300;0.9900;G
500;0.6820;0.7820;0.5320;0.5273;0.9820;G
4600;0.6650;0.7650;0.5150;0.5217;0.9650;G
5500;0.4640;0.7640;0.8764;0.5213;0.9640;F
0;0.6150;0.7150;0.4650;0.5050;0.9150;G
4500;0.6860;0.7860;0.8964;0.5287;0.9860;F
65000;0.5800;0.6800;0.4300;0.4933;0.8800;G
2000;0.6940;0.7940;0.9036;0.5313;0.9940;F
1600;0.4560;0.7560;0.8691;0.5187;0.9560;F
500;0.6900;0.7900;0.5400;0.5300;0.9900;G
59350;0.3292;0.4950;0.3591;0.3317;0.3950;G
18000;0.6900;0.7900;0.5400;0.5300;0.9900;G
0;0.6930;0.7930;0.5430;0.5310;0.9930;G
50;0.6870;0.7870;0.5370;0.5290;0.9870;G
9850;0.6010;0.7010;0.4510;0.5003;0.9010;G
0;0.6290;0.7290;0.4790;0.5097;0.9290;G
1300;0.3683;0.2420;0.4018;0.3473;0.4420;G
;0.6650;0.7650;0.5150;0.9650;0.9650;G
450;0.6900;0.7900;0.5400;0.5300;0.9900;G
240;0.6810;0.7810;0.5310;0.5270;0.9810;G
1000;0.3180;0.4180;0.5618;0.4060;0.6180;F
0;0.6910;0.7910;0.9009;0.5303;0.9910;F
1000;0.6800;0.7800;0.5300;0.5267;0.9800;G
50;0.6900;0.7900;0.5400;0.5300;0.9900;G
3000;0.2908;0.4490;0.3173;0.3163;0.3490;G
300;0.6920;0.7920;0.9018;0.5307;0.9920;F
15400;0.3150;0.4780;0.3436;0.3260;0.3780;U
400;0.6780;0.7780;0.5280;0.5260;0.9780;G
100;0.6870;0.7870;0.5370;0.5290;0.9870;G
3000;0.3175;0.4810;0.3464;0.3270;0.3810;G
300;0.2850;0.3850;0.5318;0.3950;0.5850;G
618.2600;0.6330;0.7330;0.4830;0.5110;0.9330;G
3.1000;0.1150;0.2380;0.1255;0.2460;0.1380;G
1500;0.4690;0.7690;0.8809;0.5230;0.9690;F
270;0.6380;0.7380;0.4880;0.5127;0.9380;G
263780.3700;0.2380;0.5380;0.6709;0.4460;0.7380;F
60;0.6890;0.7890;0.8991;0.5297;0.9890;F
10.0200;0.4560;0.5560;0.3060;0.4520;0.7560;G
2;0.6900;0.7900;0.7900;0.5300;0.9900;F
3000;0.6910;0.7910;0.9009;0.5303;0.9910;F
;0.6950;0.7950;0.9045;0.5317;0.9950;F
205000;0.2933;0.4520;0.3200;0.3173;0.3520;U
44;0.2810;0.5810;0.7100;0.4603;0.7810;F
9850;0.6610;0.7610;0.5110;0.5203;0.9610;G
44;0.4530;0.7530;0.8664;0.5177;0.9530;F
5000;0.6480;0.7480;0.4980;0.5160;0.9480;G
600;0.6930;0.7930;0.9027;0.5310;0.9930;F
131.9700;0.6250;0.7250;0.4750;0.5083;0.9250;G
49071.0900;0.6350;0.7350;0.4850;0.5117;0.9350;G
9000;0.6950;0.7950;0.5450;0.5317;0.9950;G
3000;0.3192;0.4830;0.3482;0.3277;0.3830;G
;0.6870;0.7870;0.5370;0.5290;0.9870;G
300;0.6920;0.7920;0.5420;0.5307;0.9920;G
600;0.0325;0.1390;0.0355;0.2130;0.0390;F
0;0.6920;0.7920;0.9018;0.5307;0.9920;F
;0.1960;0.4960;0.6327;0.4320;0.6960;F
13000;0.4100;0.7100;0.8273;0.5033;0.9100;F
1900;0.6650;0.7650;0.5150;0.5217;0.9650;G
100;0.6830;0.7830;0.5330;0.5277;0.9830;G
1900;0.6870;0.7870;0.5370;0.5290;0.9870;G
;0.0642;0.1770;0.0700;0.2257;0.0770;G
3000;0.1292;0.2550;0.1409;0.2517;0.1550;F
3000;0.3460;0.4460;0.5873;0.4153;0.6460;F
;0.2080;0.5080;0.6436;0.4360;0.7080;F
3000;0.1950;0.4950;0.6318;0.4317;0.6950;F
3000;0.3790;0.6790;0.7991;0.4930;0.8790;F
260;0.6540;0.7540;0.5040;0.5180;0.9540;G
;0.4150;0.7150;0.8318;0.5050;0.9150;F
3000;0.3820;0.6820;0.8018;0.4940;0.8820;F
7030;0.6900;0.7900;0.9000;0.5300;0.9900;F
7500;0.4650;0.7650;0.8773;0.5217;0.9650;F
3000;0.4010;0.7010;0.8191;0.5003;0.9010;F
3000;0.6960;0.7960;0.9055;0.5320;0.9960;F
5000;0.3275;0.4930;0.3573;0.3310;0.3930;G
3000;0.4090;0.7090;0.8264;0.5030;0.9090;F
;0.3617;0.2340;0.3945;0.3447;0.4340;G
1100;0.6900;0.7900;0.5400;0.5300;0.9900;G
13000;0.6900;0.7900;0.9000;0.5300;0.9900;F
3000;0.4320;0.7320;0.8473;0.5107;0.9320;F
3000;0.4390;0.7390;0.8536;0.5130;0.9390;F
3000;0.4050;0.7050;0.8227;0.5017;0.9050;F
0;0.6910;0.7910;0.5410;0.5303;0.9910;G
7500;0.6910;0.7910;0.9009;0.5303;0.9910;F
3000;0.4390;0.7390;0.8536;0.5130;0.9390;F
3000;0.4390;0.7390;0.8536;0.5130;0.9390;F
2000;0.6900;0.7900;0.5400;0.5300;0.9900;G
3.2900;0.3800;0.2560;0.4145;0.3520;0.4560;G
2000;0.6900;0.7900;0.5400;0.5300;0.9900;G
260;0.6810;0.7810;0.5310;0.5270;0.9810;G
3000;0.4390;0.7390;0.8536;0.5130;0.9390;F
1080;0.3390;0.4390;0.1890;0.4130;0.6390;G
1;0.3180;0.4180;0.1680;0.4060;0.6180;G
105000;0.6900;0.7900;0.5400;0.5300;0.9900;G
3000;0.4390;0.7390;0.8536;0.5130;0.9390;F
5000;0.0350;0.1420;0.0382;0.2140;0.0420;G
3000;0.4560;0.7560;0.8691;0.5187;0.9560;F
1300;0.2333;0.4800;0.2545;0.2933;0.2800;F
0;0.4810;0.5810;0.3310;0.4603;0.7810;G
3000;0.6910;0.7910;0.5410;0.5303;0.9910;G
3000;0.4390;0.7390;0.8536;0.5130;0.9390;F
1167;0.3483;0.2180;0.3800;0.3393;0.4180;G
607.9000;0.2440;0.3440;0.4945;0.3813;0.5440;F
0;0.6910;0.7910;0.5410;0.5303;0.9910;G
11500;0.0075;0.1090;0.0082;0.2030;0.0090;G
3000;0.4390;0.7390;0.8536;0.5130;0.9390;F
;0.6910;0.7910;0.5410;0.5303;0.9910;G
110;0.6710;0.7710;0.5210;0.5237;0.9710;G
100;0.6910;0.7910;0.5410;0.5303;0.9910;G
110;0.6880;0.7880;0.5380;0.5293;0.9880;G
3000;0.4390;0.7390;0.8536;0.5130;0.9390;F
200;0.6910;0.7910;0.5410;0.5303;0.9910;G
260;0.6910;0.7910;0.5410;0.5303;0.9910;G
8000;0.6970;0.7970;0.9064;0.5323;0.9970;F
9850;0.6900;0.7900;0.5400;0.5300;0.9900;G
3000;0.3500;0.6500;0.7727;0.4833;0.8500;F
3000;0.6330;0.7330;0.8482;0.5110;0.9330;F
3000;0.6820;0.7820;0.8927;0.5273;0.9820;F
480.4100;0.2960;0.3960;0.5418;0.3987;0.5960;F
;0.6910;0.7910;0.5410;0.5303;0.9910;G
91530.3700;0.3333;0.5000;0.3636;0.3333;0.4000;F
25000;0.6900;0.7900;0.9000;0.5300;0.9900;F
0;0.6620;0.7620;0.5120;0.9620;0.9620;G
147310.3100;0.3083;0.4700;0.3364;0.3233;0.3700;F
1252.8000;0.3383;0.2060;0.3691;0.3353;0.4060;G
99000;0.6880;0.7880;0.5380;0.5293;0.9880;G
106593.7600;0.3258;0.4910;0.3555;0.3303;0.3910;F
479630.1400;0.1720;0.4720;0.6109;0.4240;0.6720;F
5000;0.0483;0.1580;0.0527;0.2193;0.0580;G
1300;0.4117;0.2940;0.4491;0.3647;0.4940;G
1009.9600;0.6910;0.7910;0.5410;0.5303;0.9910;G
;0.6520;0.7520;0.8655;0.5173;0.9520;F
0.1900;0.3875;0.2650;0.4227;0.3550;0.4650;F
3000;0.6060;0.7060;0.7060;0.5020;0.9060;F
38500;0.2530;0.5530;0.6845;0.4510;0.7530;F
13000;0.2790;0.3790;0.5264;0.3930;0.5790;F
3000;0.3233;0.4880;0.3527;0.3293;0.3880;G
400;0.6050;0.7050;0.4550;0.5017;0.9050;G
3500;0.6900;0.7900;0.5400;0.5300;0.9900;G
1009.9600;0.6560;0.7560;0.5060;0.5187;0.9560;G
1200;0.4600;0.5600;0.3100;0.4533;0.7600;G
10290.2600;0.6890;0.7890;0.5390;0.5297;0.9890;G
1600;0.0775;0.1930;0.0845;0.2310;0.0930;G
500;0.6910;0.7910;0.5410;0.5303;0.9910;G
200;0.6200;0.7200;0.4700;0.5067;0.9200;G
9000;0.1760;0.4760;0.6145;0.4253;0.6760;F
7273.6900;0.2108;0.3530;0.2300;0.2843;0.2530;G
400;0.6200;0.7200;0.4700;0.5067;0.9200;G
19500;0.3280;0.4280;0.1780;0.4093;0.6280;G
17000;0.0825;0.1990;0.0900;0.2330;0.0990;G
1500;0.6910;0.7910;0.5410;0.5303;0.9910;G
1600;0.3192;0.4830;0.3482;0.3277;0.3830;G
3000;0.3175;0.4810;0.3464;0.3270;0.3810;G
8000;0.0958;0.2150;0.1045;0.2383;0.1150;G
9000;0.2430;0.5430;0.6755;0.4477;0.7430;F
28.2600;0.6620;0.7620;0.5120;0.5207;0.9620;G
400;0.6600;0.7600;0.5100;0.5200;0.9600;G
9000;0.3940;0.6940;0.8127;0.4980;0.8940;F
50;0.1730;0.4730;0.6118;0.4243;0.6730;F
3000;0.6910;0.7910;0.9009;0.5303;0.9910;F
;0.6900;0.7900;0.5400;0.5300;0.9900;G
9000;0.3960;0.6960;0.8145;0.4987;0.8960;F
